municipio;provincia;fecha;horario;temperatura_actual;probabilidad_precipitacion;temperatura_minima;temperatura_maxima;
Villarcayo de Merindad de Castilla la Vieja;Burgos;dom 11;12–18 h;12°C;100% ;8;17;;
Villarcayo de Merindad de Castilla la Vieja;Burgos;dom 11;18–24 h;10°C;100% ;8;17;;
Villarcayo de Merindad de Castilla la Vieja;Burgos;dom 11;00–12 h;;100% ;8;17;;
Villarcayo de Merindad de Castilla la Vieja;Burgos;lun 12;12–24 h;;100% ;7;15;;
Villarcayo de Merindad de Castilla la Vieja;Burgos;mar 13;00–12 h;;45% ;5;15;;
Villarcayo de Merindad de Castilla la Vieja;Burgos;mar 13;12–24 h;;0% ;5;15;;
Villarcayo de Merindad de Castilla la Vieja;Burgos;mié 14; ;;0% ;5;17;;
Villarcayo de Merindad de Castilla la Vieja;Burgos;jue 15; ;;5% ;7;17;;
Villarcayo de Merindad de Castilla la Vieja;Burgos;vie 16; ;;0% ;6;17;;
Alcuéscar;Cáceres;sáb 10;18–24 h;14°C;100% ;11;16;;
Alcuéscar;Cáceres;dom 11;00–06 h;13°C;95% ;11;19;;
Alcuéscar;Cáceres;dom 11;06–12 h;17°C;100% ;11;19;;
Alcuéscar;Cáceres;dom 11;12–18 h;15°C;80% ;11;19;;
Alcuéscar;Cáceres;dom 11;18–24 h;11°C;90% ;11;19;;
Alcuéscar;Cáceres;dom 11;00–12 h;;100% ;11;19;;
Alcuéscar;Cáceres;lun 12;12–24 h;;60% ;9;15;;
Alcuéscar;Cáceres;mar 13;00–12 h;;5% ;9;19;;
Alcuéscar;Cáceres;mar 13;12–24 h;;0% ;9;19;;
Alcuéscar;Cáceres;mié 14; ;;15% ;11;19;;
Alcuéscar;Cáceres;jue 15; ;;15% ;10;18;;
Alcuéscar;Cáceres;vie 16; ;;0% ;10;19;;
Arroyo de la Luz;Cáceres;sáb 10;18–24 h;15°C;100% ;12;17;;
Arroyo de la Luz;Cáceres;dom 11;00–06 h;14°C;100% ;12;19;;
Arroyo de la Luz;Cáceres;dom 11;06–12 h;17°C;100% ;12;19;;
Arroyo de la Luz;Cáceres;dom 11;12–18 h;16°C;100% ;12;19;;
Arroyo de la Luz;Cáceres;dom 11;18–24 h;12°C;95% ;12;19;;
Arroyo de la Luz;Cáceres;dom 11;00–12 h;;90% ;12;19;;
Arroyo de la Luz;Cáceres;lun 12;12–24 h;;50% ;10;17;;
Arroyo de la Luz;Cáceres;mar 13;00–12 h;;5% ;9;19;;
Arroyo de la Luz;Cáceres;mar 13;12–24 h;;5% ;9;19;;
Arroyo de la Luz;Cáceres;mié 14; ;;10% ;10;21;;
Arroyo de la Luz;Cáceres;jue 15; ;;25% ;10;19;;
Arroyo de la Luz;Cáceres;vie 16; ;;0% ;10;21;;
Cáceres;Cáceres;sáb 10;18–24 h;15°C;100% ;13;17;;
Cáceres;Cáceres;dom 11;00–06 h;14°C;100% ;12;19;;
Cáceres;Cáceres;dom 11;06–12 h;17°C;100% ;12;19;;
Cáceres;Cáceres;dom 11;12–18 h;15°C;100% ;12;19;;
Cáceres;Cáceres;dom 11;18–24 h;12°C;95% ;12;19;;
Cáceres;Cáceres;dom 11;00–12 h;;90% ;12;19;;
Cáceres;Cáceres;lun 12;12–24 h;;60% ;9;16;;
Cáceres;Cáceres;mar 13;00–12 h;;5% ;9;19;;
Cáceres;Cáceres;mar 13;12–24 h;;0% ;9;19;;
Cáceres;Cáceres;mié 14; ;;10% ;10;20;;
Cáceres;Cáceres;jue 15; ;;20% ;10;18;;
Cáceres;Cáceres;vie 16; ;;0% ;10;20;;
Casar de Cáceres;Cáceres;sáb 10;18–24 h;15°C;90% ;12;17;;
Casar de Cáceres;Cáceres;dom 11;00–06 h;14°C;100% ;12;19;;
Casar de Cáceres;Cáceres;dom 11;06–12 h;17°C;100% ;12;19;;
Casar de Cáceres;Cáceres;dom 11;12–18 h;16°C;100% ;12;19;;
Casar de Cáceres;Cáceres;dom 11;18–24 h;12°C;95% ;12;19;;
Casar de Cáceres;Cáceres;dom 11;00–12 h;;90% ;12;19;;
Casar de Cáceres;Cáceres;lun 12;12–24 h;;55% ;9;16;;
Casar de Cáceres;Cáceres;mar 13;00–12 h;;5% ;8;19;;
Casar de Cáceres;Cáceres;mar 13;12–24 h;;0% ;8;19;;
Casar de Cáceres;Cáceres;mié 14; ;;5% ;10;20;;
Casar de Cáceres;Cáceres;jue 15; ;;25% ;11;19;;
Casar de Cáceres;Cáceres;vie 16; ;;0% ;11;20;;
Coria;Cáceres;sáb 10;18–24 h;15°C;75% ;13;17;;
Coria;Cáceres;dom 11;00–06 h;13°C;90% ;12;18;;
Coria;Cáceres;dom 11;06–12 h;16°C;100% ;12;18;;
Coria;Cáceres;dom 11;12–18 h;15°C;100% ;12;18;;
Coria;Cáceres;dom 11;18–24 h;12°C;100% ;12;18;;
Coria;Cáceres;dom 11;00–12 h;;90% ;12;18;;
Coria;Cáceres;lun 12;12–24 h;;60% ;10;17;;
Coria;Cáceres;mar 13;00–12 h;;0% ;9;20;;
Coria;Cáceres;mar 13;12–24 h;;0% ;9;20;;
Coria;Cáceres;mié 14; ;;5% ;11;20;;
Coria;Cáceres;jue 15; ;;30% ;13;20;;
Coria;Cáceres;vie 16; ;;0% ;13;21;;
Hervás;Cáceres;sáb 10;18–24 h;13°C;95% ;11;14;;
Hervás;Cáceres;dom 11;00–06 h;11°C;100% ;9;15;;
Hervás;Cáceres;dom 11;06–12 h;13°C;100% ;9;15;;
Hervás;Cáceres;dom 11;12–18 h;13°C;100% ;9;15;;
Hervás;Cáceres;dom 11;18–24 h;10°C;100% ;9;15;;
Hervás;Cáceres;dom 11;00–12 h;;100% ;9;15;;
Hervás;Cáceres;lun 12;12–24 h;;90% ;9;14;;
Hervás;Cáceres;mar 13;00–12 h;;0% ;7;18;;
Hervás;Cáceres;mar 13;12–24 h;;0% ;7;18;;
Hervás;Cáceres;mié 14; ;;0% ;10;18;;
Hervás;Cáceres;jue 15; ;;30% ;9;17;;
Hervás;Cáceres;vie 16; ;;10% ;7;17;;
Jaraíz de la Vera;Cáceres;sáb 10;18–24 h;13°C;95% ;11;14;;
Jaraíz de la Vera;Cáceres;dom 11;00–06 h;12°C;100% ;11;15;;
Jaraíz de la Vera;Cáceres;dom 11;06–12 h;14°C;100% ;11;15;;
Jaraíz de la Vera;Cáceres;dom 11;12–18 h;13°C;100% ;11;15;;
Jaraíz de la Vera;Cáceres;dom 11;18–24 h;11°C;100% ;11;15;;
Jaraíz de la Vera;Cáceres;dom 11;00–12 h;;100% ;11;15;;
Jaraíz de la Vera;Cáceres;lun 12;12–24 h;;90% ;9;13;;
Jaraíz de la Vera;Cáceres;mar 13;00–12 h;;0% ;8;19;;
Jaraíz de la Vera;Cáceres;mar 13;12–24 h;;0% ;8;19;;
Jaraíz de la Vera;Cáceres;mié 14; ;;5% ;11;18;;
Jaraíz de la Vera;Cáceres;jue 15; ;;30% ;12;17;;
Jaraíz de la Vera;Cáceres;vie 16; ;;0% ;11;17;;
Jarandilla de la Vera;Cáceres;sáb 10;18–24 h;13°C;100% ;10;15;;
Jarandilla de la Vera;Cáceres;dom 11;00–06 h;11°C;100% ;11;15;;
Jarandilla de la Vera;Cáceres;dom 11;06–12 h;14°C;100% ;11;15;;
Jarandilla de la Vera;Cáceres;dom 11;12–18 h;13°C;100% ;11;15;;
Jarandilla de la Vera;Cáceres;dom 11;18–24 h;11°C;100% ;11;15;;
Jarandilla de la Vera;Cáceres;dom 11;00–12 h;;100% ;11;15;;
Jarandilla de la Vera;Cáceres;lun 12;12–24 h;;90% ;9;14;;
Jarandilla de la Vera;Cáceres;mar 13;00–12 h;;0% ;8;19;;
Jarandilla de la Vera;Cáceres;mar 13;12–24 h;;0% ;8;19;;
Jarandilla de la Vera;Cáceres;mié 14; ;;5% ;10;18;;
Jarandilla de la Vera;Cáceres;jue 15; ;;35% ;11;18;;
Jarandilla de la Vera;Cáceres;vie 16; ;;15% ;10;17;;
Losar de la Vera;Cáceres;sáb 10;18–24 h;13°C;100% ;11;15;;
Losar de la Vera;Cáceres;dom 11;00–06 h;11°C;100% ;11;15;;
Losar de la Vera;Cáceres;dom 11;06–12 h;14°C;100% ;11;15;;
Losar de la Vera;Cáceres;dom 11;12–18 h;13°C;100% ;11;15;;
Losar de la Vera;Cáceres;dom 11;18–24 h;11°C;100% ;11;15;;
Losar de la Vera;Cáceres;dom 11;00–12 h;;100% ;11;15;;
Losar de la Vera;Cáceres;lun 12;12–24 h;;95% ;9;14;;
Losar de la Vera;Cáceres;mar 13;00–12 h;;0% ;8;20;;
Losar de la Vera;Cáceres;mar 13;12–24 h;;0% ;8;20;;
Losar de la Vera;Cáceres;mié 14; ;;10% ;10;18;;
Losar de la Vera;Cáceres;jue 15; ;;45% ;12;18;;
Losar de la Vera;Cáceres;vie 16; ;;10% ;10;18;;
Malpartida de Cáceres;Cáceres;sáb 10;18–24 h;15°C;100% ;12;17;;
Malpartida de Cáceres;Cáceres;dom 11;00–06 h;14°C;100% ;11;19;;
Malpartida de Cáceres;Cáceres;dom 11;06–12 h;17°C;100% ;11;19;;
Malpartida de Cáceres;Cáceres;dom 11;12–18 h;16°C;100% ;11;19;;
Malpartida de Cáceres;Cáceres;dom 11;18–24 h;12°C;95% ;11;19;;
Malpartida de Cáceres;Cáceres;dom 11;00–12 h;;90% ;11;19;;
Malpartida de Cáceres;Cáceres;lun 12;12–24 h;;50% ;9;16;;
Malpartida de Cáceres;Cáceres;mar 13;00–12 h;;5% ;9;19;;
Malpartida de Cáceres;Cáceres;mar 13;12–24 h;;5% ;9;19;;
Malpartida de Cáceres;Cáceres;mié 14; ;;5% ;10;20;;
Malpartida de Cáceres;Cáceres;jue 15; ;;25% ;10;19;;
Malpartida de Cáceres;Cáceres;vie 16; ;;0% ;10;20;;
Malpartida de Plasencia;Cáceres;sáb 10;18–24 h;14°C;90% ;12;15;;
Malpartida de Plasencia;Cáceres;dom 11;00–06 h;12°C;95% ;11;16;;
Malpartida de Plasencia;Cáceres;dom 11;06–12 h;15°C;100% ;11;16;;
Malpartida de Plasencia;Cáceres;dom 11;12–18 h;15°C;100% ;11;16;;
Malpartida de Plasencia;Cáceres;dom 11;18–24 h;11°C;95% ;11;16;;
Malpartida de Plasencia;Cáceres;dom 11;00–12 h;;100% ;11;16;;
Malpartida de Plasencia;Cáceres;lun 12;12–24 h;;80% ;9;14;;
Malpartida de Plasencia;Cáceres;mar 13;00–12 h;;0% ;8;19;;
Malpartida de Plasencia;Cáceres;mar 13;12–24 h;;0% ;8;19;;
Malpartida de Plasencia;Cáceres;mié 14; ;;5% ;12;18;;
Malpartida de Plasencia;Cáceres;jue 15; ;;25% ;13;18;;
Malpartida de Plasencia;Cáceres;vie 16; ;;0% ;12;18;;
Miajadas;Cáceres;sáb 10;18–24 h;15°C;100% ;12;18;;
Miajadas;Cáceres;dom 11;00–06 h;14°C;95% ;13;20;;
Miajadas;Cáceres;dom 11;06–12 h;18°C;100% ;13;20;;
Miajadas;Cáceres;dom 11;12–18 h;17°C;65% ;13;20;;
Miajadas;Cáceres;dom 11;18–24 h;13°C;80% ;13;20;;
Miajadas;Cáceres;dom 11;00–12 h;;100% ;13;20;;
Miajadas;Cáceres;lun 12;12–24 h;;75% ;10;16;;
Miajadas;Cáceres;mar 13;00–12 h;;5% ;9;20;;
Miajadas;Cáceres;mar 13;12–24 h;;0% ;9;20;;
Miajadas;Cáceres;mié 14; ;;15% ;11;21;;
Miajadas;Cáceres;jue 15; ;;5% ;10;19;;
Miajadas;Cáceres;vie 16; ;;0% ;11;21;;
Montehermoso;Cáceres;sáb 10;18–24 h;14°C;85% ;12;16;;
Montehermoso;Cáceres;dom 11;00–06 h;12°C;100% ;11;16;;
Montehermoso;Cáceres;dom 11;06–12 h;15°C;100% ;11;16;;
Montehermoso;Cáceres;dom 11;12–18 h;14°C;100% ;11;16;;
Montehermoso;Cáceres;dom 11;18–24 h;11°C;100% ;11;16;;
Montehermoso;Cáceres;dom 11;00–12 h;;90% ;11;16;;
Montehermoso;Cáceres;lun 12;12–24 h;;80% ;9;15;;
Montehermoso;Cáceres;mar 13;00–12 h;;0% ;9;19;;
Montehermoso;Cáceres;mar 13;12–24 h;;0% ;9;19;;
Montehermoso;Cáceres;mié 14; ;;5% ;10;19;;
Montehermoso;Cáceres;jue 15; ;;25% ;11;19;;
Montehermoso;Cáceres;vie 16; ;;0% ;10;19;;
Moraleja;Cáceres;sáb 10;18–24 h;14°C;80% ;13;18;;
Moraleja;Cáceres;dom 11;00–06 h;13°C;100% ;12;17;;
Moraleja;Cáceres;dom 11;06–12 h;15°C;100% ;12;17;;
Moraleja;Cáceres;dom 11;12–18 h;14°C;100% ;12;17;;
Moraleja;Cáceres;dom 11;18–24 h;12°C;100% ;12;17;;
Moraleja;Cáceres;dom 11;00–12 h;;90% ;12;17;;
Moraleja;Cáceres;lun 12;12–24 h;;55% ;10;17;;
Moraleja;Cáceres;mar 13;00–12 h;;0% ;9;21;;
Moraleja;Cáceres;mar 13;12–24 h;;0% ;9;21;;
Moraleja;Cáceres;mié 14; ;;5% ;11;20;;
Moraleja;Cáceres;jue 15; ;;35% ;12;20;;
Moraleja;Cáceres;vie 16; ;;0% ;12;21;;
Navalmoral de la Mata;Cáceres;sáb 10;18–24 h;14°C;95% ;12;17;;
Navalmoral de la Mata;Cáceres;dom 11;00–06 h;13°C;100% ;11;18;;
Navalmoral de la Mata;Cáceres;dom 11;06–12 h;17°C;100% ;11;18;;
Navalmoral de la Mata;Cáceres;dom 11;12–18 h;15°C;100% ;11;18;;
Navalmoral de la Mata;Cáceres;dom 11;18–24 h;12°C;95% ;11;18;;
Navalmoral de la Mata;Cáceres;dom 11;00–12 h;;100% ;11;18;;
Navalmoral de la Mata;Cáceres;lun 12;12–24 h;;90% ;10;15;;
Navalmoral de la Mata;Cáceres;mar 13;00–12 h;;0% ;7;20;;
Navalmoral de la Mata;Cáceres;mar 13;12–24 h;;0% ;7;20;;
Navalmoral de la Mata;Cáceres;mié 14; ;;10% ;11;19;;
Navalmoral de la Mata;Cáceres;jue 15; ;;35% ;11;19;;
Navalmoral de la Mata;Cáceres;vie 16; ;;5% ;11;19;;
Plasencia;Cáceres;sáb 10;18–24 h;15°C;95% ;12;16;;
Plasencia;Cáceres;dom 11;00–06 h;13°C;100% ;12;17;;
Plasencia;Cáceres;dom 11;06–12 h;16°C;100% ;12;17;;
Plasencia;Cáceres;dom 11;12–18 h;16°C;100% ;12;17;;
Plasencia;Cáceres;dom 11;18–24 h;12°C;100% ;12;17;;
Plasencia;Cáceres;dom 11;00–12 h;;100% ;12;17;;
Plasencia;Cáceres;lun 12;12–24 h;;85% ;9;15;;
Plasencia;Cáceres;mar 13;00–12 h;;0% ;9;20;;
Plasencia;Cáceres;mar 13;12–24 h;;0% ;9;20;;
Plasencia;Cáceres;mié 14; ;;5% ;12;20;;
Plasencia;Cáceres;jue 15; ;;20% ;13;19;;
Plasencia;Cáceres;vie 16; ;;0% ;12;19;;
Talayuela;Cáceres;sáb 10;18–24 h;14°C;95% ;12;17;;
Talayuela;Cáceres;dom 11;00–06 h;13°C;100% ;11;17;;
Talayuela;Cáceres;dom 11;06–12 h;17°C;100% ;11;17;;
Talayuela;Cáceres;dom 11;12–18 h;15°C;100% ;11;17;;
Talayuela;Cáceres;dom 11;18–24 h;12°C;100% ;11;17;;
Talayuela;Cáceres;dom 11;00–12 h;;100% ;11;17;;
Talayuela;Cáceres;lun 12;12–24 h;;90% ;10;15;;
Talayuela;Cáceres;mar 13;00–12 h;;0% ;7;21;;
Talayuela;Cáceres;mar 13;12–24 h;;0% ;7;21;;
Talayuela;Cáceres;mié 14; ;;5% ;11;20;;
Talayuela;Cáceres;jue 15; ;;30% ;12;20;;
Talayuela;Cáceres;vie 16; ;;5% ;12;20;;
Torrejoncillo;Cáceres;sáb 10;18–24 h;14°C;90% ;12;16;;
Torrejoncillo;Cáceres;dom 11;00–06 h;13°C;95% ;12;17;;
Torrejoncillo;Cáceres;dom 11;06–12 h;16°C;100% ;12;17;;
Torrejoncillo;Cáceres;dom 11;12–18 h;15°C;100% ;12;17;;
Torrejoncillo;Cáceres;dom 11;18–24 h;12°C;100% ;12;17;;
Torrejoncillo;Cáceres;dom 11;00–12 h;;90% ;12;17;;
Torrejoncillo;Cáceres;lun 12;12–24 h;;60% ;10;16;;
Torrejoncillo;Cáceres;mar 13;00–12 h;;0% ;9;19;;
Torrejoncillo;Cáceres;mar 13;12–24 h;;0% ;9;19;;
Torrejoncillo;Cáceres;mié 14; ;;5% ;12;19;;
Torrejoncillo;Cáceres;jue 15; ;;25% ;13;19;;
Torrejoncillo;Cáceres;vie 16; ;;0% ;12;20;;
Trujillo;Cáceres;sáb 10;18–24 h;14°C;100% ;11;16;;
Trujillo;Cáceres;dom 11;00–06 h;13°C;100% ;10;18;;
Trujillo;Cáceres;dom 11;06–12 h;16°C;100% ;10;18;;
Trujillo;Cáceres;dom 11;12–18 h;16°C;95% ;10;18;;
Trujillo;Cáceres;dom 11;18–24 h;11°C;80% ;10;18;;
Trujillo;Cáceres;dom 11;00–12 h;;100% ;10;18;;
Trujillo;Cáceres;lun 12;12–24 h;;80% ;9;14;;
Trujillo;Cáceres;mar 13;00–12 h;;5% ;7;19;;
Trujillo;Cáceres;mar 13;12–24 h;;0% ;7;19;;
Trujillo;Cáceres;mié 14; ;;20% ;10;20;;
Trujillo;Cáceres;jue 15; ;;20% ;9;18;;
Trujillo;Cáceres;vie 16; ;;5% ;10;19;;
Valencia de Alcántara;Cáceres;sáb 10;18–24 h;14°C;95% ;11;16;;
Valencia de Alcántara;Cáceres;dom 11;00–06 h;14°C;95% ;10;17;;
Valencia de Alcántara;Cáceres;dom 11;06–12 h;15°C;100% ;10;17;;
Valencia de Alcántara;Cáceres;dom 11;12–18 h;13°C;100% ;10;17;;
Valencia de Alcántara;Cáceres;dom 11;18–24 h;10°C;100% ;10;17;;
Valencia de Alcántara;Cáceres;dom 11;00–12 h;;65% ;10;17;;
Valencia de Alcántara;Cáceres;lun 12;12–24 h;;40% ;8;15;;
Valencia de Alcántara;Cáceres;mar 13;00–12 h;;0% ;7;18;;
Valencia de Alcántara;Cáceres;mar 13;12–24 h;;0% ;7;18;;
Valencia de Alcántara;Cáceres;mié 14; ;;5% ;9;19;;
Valencia de Alcántara;Cáceres;jue 15; ;;20% ;9;18;;
Valencia de Alcántara;Cáceres;vie 16; ;;0% ;9;19;;
Algeciras;Cádiz;sáb 10;18–24 h;14°C;0% ;12;20;;
Algeciras;Cádiz;dom 11;00–06 h;12°C;0% ;12;20;;
Algeciras;Cádiz;dom 11;06–12 h;19°C;0% ;12;20;;
Algeciras;Cádiz;dom 11;12–18 h;15°C;0% ;12;20;;
Algeciras;Cádiz;dom 11;18–24 h;13°C;0% ;12;20;;
Algeciras;Cádiz;dom 11;00–12 h;;60% ;12;20;;
Algeciras;Cádiz;lun 12;12–24 h;;65% ;11;19;;
Algeciras;Cádiz;mar 13;00–12 h;;80% ;12;19;;
Algeciras;Cádiz;mar 13;12–24 h;;70% ;12;19;;
Algeciras;Cádiz;mié 14; ;;100% ;15;20;;
Algeciras;Cádiz;jue 15; ;;100% ;15;19;;
Algeciras;Cádiz;vie 16; ;;95% ;16;20;;
Arcos de la Frontera;Cádiz;sáb 10;18–24 h;12°C;0% ;10;20;;
Arcos de la Frontera;Cádiz;dom 11;00–06 h;12°C;0% ;12;22;;
Arcos de la Frontera;Cádiz;dom 11;06–12 h;20°C;0% ;12;22;;
Arcos de la Frontera;Cádiz;dom 11;12–18 h;15°C;0% ;12;22;;
Arcos de la Frontera;Cádiz;dom 11;18–24 h;14°C;0% ;12;22;;
Arcos de la Frontera;Cádiz;dom 11;00–12 h;;90% ;12;22;;
Arcos de la Frontera;Cádiz;lun 12;12–24 h;;80% ;13;18;;
Arcos de la Frontera;Cádiz;mar 13;00–12 h;;60% ;10;23;;
Arcos de la Frontera;Cádiz;mar 13;12–24 h;;15% ;10;23;;
Arcos de la Frontera;Cádiz;mié 14; ;;35% ;12;22;;
Arcos de la Frontera;Cádiz;jue 15; ;;45% ;12;21;;
Arcos de la Frontera;Cádiz;vie 16; ;;5% ;12;22;;
Barbate;Cádiz;sáb 10;18–24 h;14°C;0% ;12;20;;
Barbate;Cádiz;dom 11;00–06 h;12°C;0% ;12;20;;
Barbate;Cádiz;dom 11;06–12 h;19°C;0% ;12;20;;
Barbate;Cádiz;dom 11;12–18 h;16°C;0% ;12;20;;
Barbate;Cádiz;dom 11;18–24 h;15°C;0% ;12;20;;
Barbate;Cádiz;dom 11;00–12 h;;95% ;12;20;;
Barbate;Cádiz;lun 12;12–24 h;;80% ;13;18;;
Barbate;Cádiz;mar 13;00–12 h;;75% ;12;21;;
Barbate;Cádiz;mar 13;12–24 h;;25% ;12;21;;
Barbate;Cádiz;mié 14; ;;90% ;15;20;;
Barbate;Cádiz;jue 15; ;;75% ;15;20;;
Barbate;Cádiz;vie 16; ;;50% ;15;20;;
Barrios, Los;Cádiz;sáb 10;18–24 h;13°C;0% ;11;21;;
Barrios, Los;Cádiz;dom 11;00–06 h;11°C;0% ;11;21;;
Barrios, Los;Cádiz;dom 11;06–12 h;20°C;0% ;11;21;;
Barrios, Los;Cádiz;dom 11;12–18 h;15°C;0% ;11;21;;
Barrios, Los;Cádiz;dom 11;18–24 h;12°C;0% ;11;21;;
Barrios, Los;Cádiz;dom 11;00–12 h;;65% ;11;21;;
Barrios, Los;Cádiz;lun 12;12–24 h;;70% ;10;20;;
Barrios, Los;Cádiz;mar 13;00–12 h;;60% ;10;20;;
Barrios, Los;Cádiz;mar 13;12–24 h;;65% ;10;20;;
Barrios, Los;Cádiz;mié 14; ;;100% ;14;20;;
Barrios, Los;Cádiz;jue 15; ;;100% ;14;20;;
Barrios, Los;Cádiz;vie 16; ;;80% ;15;20;;
Cádiz;Cádiz;sáb 10;18–24 h;17°C;0% ;15;19;;
Cádiz;Cádiz;dom 11;00–06 h;16°C;0% ;16;19;;
Cádiz;Cádiz;dom 11;06–12 h;18°C;0% ;16;19;;
Cádiz;Cádiz;dom 11;12–18 h;17°C;0% ;16;19;;
Cádiz;Cádiz;dom 11;18–24 h;18°C;5% ;16;19;;
Cádiz;Cádiz;dom 11;00–12 h;;100% ;16;19;;
Cádiz;Cádiz;lun 12;12–24 h;;90% ;14;19;;
Cádiz;Cádiz;mar 13;00–12 h;;70% ;12;21;;
Cádiz;Cádiz;mar 13;12–24 h;;5% ;12;21;;
Cádiz;Cádiz;mié 14; ;;20% ;16;21;;
Cádiz;Cádiz;jue 15; ;;55% ;15;20;;
Cádiz;Cádiz;vie 16; ;;10% ;15;21;;
Chiclana de la Frontera;Cádiz;sáb 10;18–24 h;15°C;0% ;13;19;;
Chiclana de la Frontera;Cádiz;dom 11;00–06 h;14°C;0% ;13;20;;
Chiclana de la Frontera;Cádiz;dom 11;06–12 h;19°C;0% ;13;20;;
Chiclana de la Frontera;Cádiz;dom 11;12–18 h;16°C;0% ;13;20;;
Chiclana de la Frontera;Cádiz;dom 11;18–24 h;16°C;5% ;13;20;;
Chiclana de la Frontera;Cádiz;dom 11;00–12 h;;95% ;13;20;;
Chiclana de la Frontera;Cádiz;lun 12;12–24 h;;90% ;13;18;;
Chiclana de la Frontera;Cádiz;mar 13;00–12 h;;75% ;11;22;;
Chiclana de la Frontera;Cádiz;mar 13;12–24 h;;15% ;11;22;;
Chiclana de la Frontera;Cádiz;mié 14; ;;40% ;15;21;;
Chiclana de la Frontera;Cádiz;jue 15; ;;55% ;14;21;;
Chiclana de la Frontera;Cádiz;vie 16; ;;15% ;15;21;;
Chipiona;Cádiz;sáb 10;18–24 h;17°C;0% ;15;19;;
Chipiona;Cádiz;dom 11;00–06 h;16°C;0% ;16;19;;
Chipiona;Cádiz;dom 11;06–12 h;19°C;0% ;16;19;;
Chipiona;Cádiz;dom 11;12–18 h;17°C;0% ;16;19;;
Chipiona;Cádiz;dom 11;18–24 h;17°C;25% ;16;19;;
Chipiona;Cádiz;dom 11;00–12 h;;100% ;16;19;;
Chipiona;Cádiz;lun 12;12–24 h;;80% ;13;19;;
Chipiona;Cádiz;mar 13;00–12 h;;75% ;12;20;;
Chipiona;Cádiz;mar 13;12–24 h;;5% ;12;20;;
Chipiona;Cádiz;mié 14; ;;15% ;14;21;;
Chipiona;Cádiz;jue 15; ;;45% ;14;20;;
Chipiona;Cádiz;vie 16; ;;10% ;14;21;;
Conil de la Frontera;Cádiz;sáb 10;18–24 h;16°C;0% ;13;19;;
Conil de la Frontera;Cádiz;dom 11;00–06 h;14°C;0% ;13;19;;
Conil de la Frontera;Cádiz;dom 11;06–12 h;19°C;0% ;13;19;;
Conil de la Frontera;Cádiz;dom 11;12–18 h;16°C;0% ;13;19;;
Conil de la Frontera;Cádiz;dom 11;18–24 h;16°C;0% ;13;19;;
Conil de la Frontera;Cádiz;dom 11;00–12 h;;95% ;13;19;;
Conil de la Frontera;Cádiz;lun 12;12–24 h;;85% ;14;18;;
Conil de la Frontera;Cádiz;mar 13;00–12 h;;70% ;12;21;;
Conil de la Frontera;Cádiz;mar 13;12–24 h;;10% ;12;21;;
Conil de la Frontera;Cádiz;mié 14; ;;60% ;16;21;;
Conil de la Frontera;Cádiz;jue 15; ;;50% ;15;21;;
Conil de la Frontera;Cádiz;vie 16; ;;25% ;16;21;;
Jerez de la Frontera;Cádiz;sáb 10;18–24 h;12°C;0% ;8;19;;
Jerez de la Frontera;Cádiz;dom 11;00–06 h;12°C;0% ;12;20;;
Jerez de la Frontera;Cádiz;dom 11;06–12 h;19°C;0% ;12;20;;
Jerez de la Frontera;Cádiz;dom 11;12–18 h;15°C;0% ;12;20;;
Jerez de la Frontera;Cádiz;dom 11;18–24 h;14°C;5% ;12;20;;
Jerez de la Frontera;Cádiz;dom 11;00–12 h;;100% ;12;20;;
Jerez de la Frontera;Cádiz;lun 12;12–24 h;;85% ;11;18;;
Jerez de la Frontera;Cádiz;mar 13;00–12 h;;65% ;9;22;;
Jerez de la Frontera;Cádiz;mar 13;12–24 h;;0% ;9;22;;
Jerez de la Frontera;Cádiz;mié 14; ;;25% ;12;22;;
Jerez de la Frontera;Cádiz;jue 15; ;;55% ;11;21;;
Jerez de la Frontera;Cádiz;vie 16; ;;5% ;11;21;;
Línea de la Concepción, La;Cádiz;sáb 10;18–24 h;15°C;0% ;13;20;;
Línea de la Concepción, La;Cádiz;dom 11;00–06 h;14°C;0% ;13;19;;
Línea de la Concepción, La;Cádiz;dom 11;06–12 h;18°C;0% ;13;19;;
Línea de la Concepción, La;Cádiz;dom 11;12–18 h;16°C;0% ;13;19;;
Línea de la Concepción, La;Cádiz;dom 11;18–24 h;14°C;0% ;13;19;;
Línea de la Concepción, La;Cádiz;dom 11;00–12 h;;65% ;13;19;;
Línea de la Concepción, La;Cádiz;lun 12;12–24 h;;65% ;12;18;;
Línea de la Concepción, La;Cádiz;mar 13;00–12 h;;55% ;13;19;;
Línea de la Concepción, La;Cádiz;mar 13;12–24 h;;70% ;13;19;;
Línea de la Concepción, La;Cádiz;mié 14; ;;100% ;15;19;;
Línea de la Concepción, La;Cádiz;jue 15; ;;100% ;15;19;;
Línea de la Concepción, La;Cádiz;vie 16; ;;80% ;16;20;;
Puerto de Santa María, El;Cádiz;sáb 10;18–24 h;15°C;0% ;11;20;;
Puerto de Santa María, El;Cádiz;dom 11;00–06 h;14°C;0% ;14;20;;
Puerto de Santa María, El;Cádiz;dom 11;06–12 h;19°C;0% ;14;20;;
Puerto de Santa María, El;Cádiz;dom 11;12–18 h;16°C;0% ;14;20;;
Puerto de Santa María, El;Cádiz;dom 11;18–24 h;16°C;5% ;14;20;;
